x_term,y_term,correlation,p_value,significance
#0:buch:digital:learning,#6:buchteil:bildung:technologie,-0.013167184773163377,0.4212481057228573,Nicht signifikant
#0:buch:digital:learning,#6:konferenz-paper:bildung:technologie,-0.00427136270766179,0.7941798736130727,Nicht signifikant
#0:buch:digital:learning,#7:zeitschriftenartikel:digital:medien,-0.013409738303737893,0.41274396671377966,Nicht signifikant
#0:buch:digital:learning,#7:buch:digital:medien,-0.01570755151426164,0.3373360337419149,Nicht signifikant
#0:buch:digital:learning,#7:buchteil:digital:medien,-0.050818786621562424,0.0018969603084388724,Signifikant
#0:buch:digital:learning,#7:konferenz-paper:digital:medien,-0.00348568003204733,0.8314062240516332,Nicht signifikant
#0:buch:digital:learning,#8:zeitschriftenartikel:blended:learning,-0.009531518462383096,0.5604470682949668,Nicht signifikant
#0:buch:digital:learning,#8:buch:blended:learning,-0.0038981553749056026,0.8118099450816076,Nicht signifikant
#0:buch:digital:learning,#8:buchteil:blended:learning,-0.008584352369312667,0.6000537740857855,Nicht signifikant
#0:buch:digital:learning,#8:konferenz-paper:blended:learning,-0.0017414380798675595,0.9152940932882347,Nicht signifikant
#0:buch:digital:learning,#9:zeitschriftenartikel:digital:lernen,-0.013228189645057419,0.419099603970218,Nicht signifikant
#0:buch:digital:learning,#9:buch:digital:lernen,-0.008308382155386401,0.6118274494475019,Nicht signifikant
#0:buch:digital:learning,#9:buchteil:digital:lernen,-0.009774832319069705,0.5504808713184909,Nicht signifikant
#0:buch:digital:learning,#9:konferenz-paper:digital:lernen,-0.0017414380798675593,0.9152940932882347,Nicht signifikant
#0:buch:digital:learning,#a:zeitschriftenartikel:online:lernen,-0.003485680032047329,0.8314062240516332,Nicht signifikant
#0:buch:digital:learning,#a:buch:online:lernen,-0.0024634256979190654,0.8804009980775919,Nicht signifikant
#0:buch:digital:learning,#a:buchteil:online:lernen,-0.004934797935511525,0.7631029886268795,Nicht signifikant
#0:buch:digital:learning,#a:konferenz-paper:online:lernen,-0.0012312176879952178,0.9400554887224614,Nicht signifikant
#0:buch:digital:learning,#b:zeitschriftenartikel:online:learning,-0.024496852561923396,0.13453932285144346,Nicht signifikant
#0:buch:digital:learning,#b:buch:online:learning,-0.0012312176879952178,0.9400554887224614,Nicht signifikant
#0:buch:digital:learning,#b:buchteil:online:learning,-0.010090720487065951,0.5376735131233292,Nicht signifikant
#0:buch:digital:learning,#b:konferenz-paper:online:learning,-0.004271362707661789,0.7941798736130727,Nicht signifikant
#0:buchteil:digital:learning,#0:zeitschriftenartikel:digital:learning,-0.057191881147539494,0.00047225864811186087,Signifikant
#0:buchteil:digital:learning,#0:buch:digital:learning,-0.013589157006702497,0.4065193338776146,Nicht signifikant
#0:buchteil:digital:learning,#0:konferenz-paper:digital:learning,-0.008372761256764644,0.6090717204099648,Nicht signifikant
